,name,gross,runtime,budget,score,genre,votes,year,director,rating,released,star,writer,company,gross_bin,month,isweekend
5078,Exit Wounds,51758599,101,50000000,5.5,Action,28779,2001,Andrzej Bartkowiak,R,3/16/2001,Steven Seagal,Ed Horowitz,Warner Bros.,3,3,0
5079,15 Minutes,24403552,120,60000000,6.1,Action,44327,2001,John Herzfeld,R,3/9/2001,Robert De Niro,John Herzfeld,New Line Cinema,3,3,0
5081,The Mexican,66808615,123,57000000,6.1,Adventure,91818,2001,Gore Verbinski,R,3/2/2001,Brad Pitt,J.H. Wyman,DreamWorks,3,3,0
5083,3000 Miles to Graceland,15738632,125,62000000,5.9,Action,39439,2001,Demian Lichtenstein,R,2/23/2001,Kurt Russell,Richard Recco,Franchise Pictures,3,2,0
5085,Hannibal,165092268,131,87000000,6.8,Crime,221016,2001,Ridley Scott,R,2/9/2001,Anthony Hopkins,Thomas Harris,Metro-Goldwyn-Mayer (MGM),4,2,0
5089,Valentine,20384136,96,10000000,4.7,Horror,21498,2001,Jamie Blanks,R,2/2/2001,Denise Richards,Tom Savage,Warner Bros.,3,2,0
5090,Shadow of the Vampire,8279017,92,8000000,6.9,Drama,35600,2001,E. Elias Merhige,R,1/26/2001,John Malkovich,Steven Katz,Saturn Films,2,1,0
5091,Hell's Kitchen,9122,95,6000000,4.9,Drama,2209,2001,Tony Cinciripini,R,1/19/2001,Rosanna Arquette,Tony Cinciripini,HK Film Corporation,1,1,0
5093,The Gift,12008642,112,10000000,6.7,Drama,55272,2001,Sam Raimi,R,1/19/2001,Cate Blanchett,Billy Bob Thornton,Lakeshore Entertainment,3,1,0
5095,The Pledge,19719930,124,35000000,6.8,Crime,45224,2001,Sean Penn,R,1/19/2001,Jack Nicholson,Friedrich D�rrenmatt,Morgan Creek Productions,3,1,0
5097,Traffic,124115725,147,48000000,7.6,Crime,177611,2001,Steven Soderbergh,R,1/5/2001,Michael Douglas,Simon Moore,"Bedford Falls Company, The",4,1,0
5098,Quills,7060876,124,13500000,7.3,Biography,46715,2000,Philip Kaufman,R,12/25/2000,Geoffrey Rush,Doug Wright,Fox Searchlight Pictures,2,12,0
5099,You Can Count on Me,9180275,111,1200000,7.7,Drama,24362,2000,Kenneth Lonergan,R,12/22/2000,Laura Linney,Kenneth Lonergan,Hart-Sharp Entertainment,2,12,0
5100,Dracula 2000,33022767,99,54000000,4.9,Action,28622,2000,Patrick Lussier,R,12/22/2000,Gerard Butler,Joel Soisson,Dimension Films,3,12,0
5101,Requiem for a Dream,3609278,102,4500000,8.3,Drama,630161,2000,Darren Aronofsky,R,12/15/2000,Ellen Burstyn,Hubert Selby Jr.,Artisan Entertainment,2,12,0
5102,Proof of Life,32598931,135,65000000,6.2,Action,50964,2000,Taylor Hackford,R,12/8/2000,Meg Ryan,Tony Gilroy,Castle Rock Entertainment,3,12,0
5104,Billy Elliot,21995263,110,5000000,7.7,Drama,104498,2000,Stephen Daldry,R,11/10/2000,Jamie Bell,Lee Hall,StudioCanal,3,11,0
5105,Men of Honor,48818921,129,32000000,7.2,Biography,94931,2000,George Tillman Jr.,R,11/10/2000,Cuba Gooding Jr.,Scott Marshall Smith,Fox 2000 Pictures,3,11,0
5106,Book of Shadows: Blair Witch 2,26437094,90,15000000,4.0,Adventure,31565,2000,Joe Berlinger,R,10/27/2000,Jeffrey Donovan,Daniel Myrick,Artisan Entertainment,3,10,0
5107,The Yards,882710,115,24000000,6.4,Crime,17187,2000,James Gray,R,10/27/2000,Mark Wahlberg,James Gray,Miramax,1,10,0
5108,Lucky Numbers,10014234,105,63000000,5.0,Comedy,8957,2000,Nora Ephron,R,10/27/2000,John Travolta,Adam Resnick,Paramount Pictures,3,10,0
5109,The Legend of Drunken Master,11546543,102,10000000,7.6,Action,37144,2000,Chia-Liang Liu,R,10/20/2000,Jackie Chan,Edward Tang,Golden Harvest Company,3,10,0
5110,Bamboozled,2185266,135,10000000,6.5,Comedy,9042,2000,Spike Lee,R,10/20/2000,Damon Wayans,Spike Lee,New Line Cinema,2,10,0
5111,The Broken Hearts Club: A Romantic Comedy,1744858,94,1000000,7.0,Comedy,6337,2000,Greg Berlanti,R,10/20/2000,Timothy Olyphant,Greg Berlanti,Banner Entertainment,2,10,0
5112,Dr. T & the Women,13113041,122,23000000,4.6,Comedy,16174,2000,Robert Altman,R,10/13/2000,Richard Gere,Anne Rapp,Artisan Entertainment,3,10,0
5113,The Ladies Man,13592872,84,24000000,5.1,Comedy,11223,2000,Reginald Hudlin,R,10/13/2000,Tim Meadows,Tim Meadows,Broadway Pictures,3,10,0
5114,The Contender,17872723,126,20000000,7.0,Drama,21189,2000,Rod Lurie,R,10/13/2000,Joan Allen,Rod Lurie,Cinerenta Medienbeteiligungs KG,3,10,0
5115,Lost Souls,16779636,97,50000000,4.8,Drama,9712,2000,Janusz Kaminski,R,10/13/2000,Winona Ryder,Pierce Gardner,Avery Pix,3,10,0
5116,Bailando en la oscuridad,4184036,140,12800000,8.0,Crime,85318,2000,Lars von Trier,R,10/6/2000,Bj�rk,Lars von Trier,Zentropa Entertainments,2,10,0
5117,Get Carter,14967182,102,63600000,5.1,Action,28856,2000,Stephen Kay,R,10/6/2000,Sylvester Stallone,Ted Lewis,Morgan Creek Productions,3,10,0
5118,Girlfight,1523941,110,1000000,6.8,Drama,8530,2000,Karyn Kusama,R,10/6/2000,Michelle Rodriguez,Karyn Kusama,Green/Renzi,2,10,0
5120,Almost Famous,32534850,122,60000000,7.9,Adventure,220062,2000,Cameron Crowe,R,9/22/2000,Billy Crudup,Cameron Crowe,Columbia Pictures,3,9,0
5121,Leyenda urbana 2,21468807,97,14000000,4.1,Horror,13751,2000,John Ottman,R,9/22/2000,Jennifer Morrison,Silvio Horta,Phoenix Pictures,3,9,0
5122,Woman on Top,5018450,92,8000000,5.3,Comedy,9009,2000,Fina Torres,R,9/22/2000,Pen�lope Cruz,Vera Blasi,Fox Searchlight Pictures,2,9,0
5123,The Specials,12996,82,1000000,6.0,Action,2010,2000,Craig Mazin,R,9/18/2000,Rob Lowe,James Gunn,Brillstein-Grey Entertainment,1,9,0
5125,Duets,4734235,112,15000000,6.0,Comedy,8505,2000,Bruce Paltrow,R,9/15/2000,Huey Lewis,John Byrum,Hollywood Pictures,2,9,0
5126,Bait,15325127,119,51000000,5.7,Action,9493,2000,Antoine Fuqua,R,9/15/2000,Jamie Foxx,Andrew Scheinman,Castle Rock Entertainment,3,9,0
5128,The Watcher,28927720,97,30000000,5.3,Crime,23123,2000,Joe Charbanic,R,9/8/2000,James Spader,Darcy Meyers,Lewitt / Eberts Prouctions,3,9,0
5129,The Way of the Gun,6055661,119,8500000,6.7,Action,28466,2000,Christopher McQuarrie,R,9/8/2000,Ryan Phillippe,Christopher McQuarrie,Artisan Entertainment,2,9,0
5130,Nurse Betty,25167270,110,24000000,6.2,Comedy,30785,2000,Neil LaBute,R,9/8/2000,Ren�e Zellweger,John C. Richards,Gramercy Pictures (I),3,9,0
5131,Saving Grace,12115757,93,10000000,6.9,Comedy,16011,2000,Nigel Cole,R,9/1/2000,Brenda Blethyn,Mark Crowdy,Portman Entertainment Group,3,9,0
5132,Highlander: Endgame,12801190,87,25000000,4.6,Action,17216,2000,Douglas Aarniokoski,R,9/1/2000,Christopher Lambert,Gregory Widen,Davis-Panzer Productions,3,9,0
5133,Cecil B. DeMented,1284646,87,10000000,6.2,Comedy,11917,2000,John Waters,R,9/1/2000,Melanie Griffith,John Waters,Artic Productions LLC,2,9,0
5134,Nine Queens,1221261,114,1500000,7.9,Crime,41658,2000,Fabi�n Bielinsky,R,8/31/2000,Ricardo Dar�n,Fabi�n Bielinsky,FX Sound,2,8,0
5135,The Art of War,30208599,117,60000000,5.7,Action,26180,2000,Christian Duguay,R,8/25/2000,Wesley Snipes,Wayne Beach,Morgan Creek Productions,3,8,0
5136,The Cell,61334059,107,33000000,6.3,Horror,84206,2000,Tarsem Singh,R,8/18/2000,Jennifer Lopez,Mark Protosevich,New Line Cinema,3,8,0
5138,But I'm a Cheerleader,2205627,85,1200000,6.6,Comedy,21306,2000,Jamie Babbit,R,8/11/2000,Natasha Lyonne,Brian Peterson,Cheerleader LLC,2,8,0
5139,Bless the Child,29374178,107,65000000,5.1,Crime,12659,2000,Chuck Russell,R,8/11/2000,Kim Basinger,Cathy Cash Spellman,Paramount Pictures,3,8,0
5140,Hollow Man,73209340,112,95000000,5.7,Action,107767,2000,Paul Verhoeven,R,8/4/2000,Kevin Bacon,Gary Scott Thompson,Columbia Pictures,3,8,0
5141,Chuck & Buck,1050600,96,250000,6.6,Comedy,4800,2000,Miguel Arteta,R,8/4/2000,Mike White,Mike White,Artisan Entertainment,2,8,0
5142,Animal Factory,43805,94,3600000,6.6,Crime,11086,2000,Steve Buscemi,R,8/1/2000,Willem Dafoe,Edward Bunker,Animal Productions LLC,1,8,0
5144,Committed,40361,98,3000000,5.2,Comedy,3330,2000,Lisa Krueger,R,7/14/2000,Heather Graham,Lisa Krueger,Miramax,1,7,0
5146,Jesus' Son,1282084,107,2500000,7.0,Drama,6425,2000,Alison Maclean,R,7/7/2000,Billy Crudup,Denis Johnson,Evenstar Films,2,7,0
5147,Scary Movie,157019771,88,19000000,6.2,Comedy,199176,2000,Keenen Ivory Wayans,R,7/7/2000,Anna Faris,Shawn Wayans,Dimension Films,4,7,0
5148,The Patriot,113330342,165,110000000,7.2,Action,221478,2000,Roland Emmerich,R,6/28/2000,Mel Gibson,Robert Rodat,Columbia Pictures,4,6,0
5149,"Me, Myself & Irene",90570999,116,51000000,6.6,Comedy,196521,2000,Bobby Farrelly,R,6/23/2000,Jim Carrey,Peter Farrelly,Twentieth Century Fox Film Corporation,3,6,0
5150,Hamlet,1568749,112,2000000,6.0,Drama,8354,2000,Michael Almereyda,R,6/23/2000,Ethan Hawke,William Shakespeare,double A Films,2,6,0
5151,Shaft,70334258,99,46000000,5.9,Action,61511,2000,John Singleton,R,6/16/2000,Samuel L. Jackson,Ernest Tidyman,Paramount Pictures,3,6,0
5157,The Virgin Suicides,4859475,97,6000000,7.2,Drama,125166,2000,Sofia Coppola,R,5/19/2000,Kirsten Dunst,Jeffrey Eugenides,American Zoetrope,2,5,0
5159,Road Trip,68540777,93,16000000,6.5,Adventure,140390,2000,Todd Phillips,R,5/19/2000,Breckin Meyer,Todd Phillips,DreamWorks,3,5,0
5162,Gladiator,187705427,155,103000000,8.5,Action,1081122,2000,Ridley Scott,R,5/5/2000,Russell Crowe,David Franzoni,DreamWorks,4,5,0
5164,Timecode,945041,97,4000000,6.2,Drama,6042,2000,Mike Figgis,R,4/28/2000,Jeanne Tripplehorn,Mike Figgis,Screen Gems,1,4,0
5165,Best Laid Plans,25651,92,7000000,6.2,Crime,6562,2000,Mike Barker,R,4/21/2000,Alessandro Nivola,Ted Griffin,Dogstar Films,1,4,0
5166,Gossip,5108820,90,24000000,5.9,Drama,13017,2000,Davis Guggenheim,R,4/21/2000,James Marsden,Gregory Poirier,NPV Entertainment,2,4,0
5167,American Psycho,15070285,102,7000000,7.6,Crime,391018,2000,Mary Harron,R,4/14/2000,Christian Bale,Bret Easton Ellis,Am Psycho Productions,3,4,0
5168,Rules of Engagement,61335230,128,60000000,6.4,Drama,39436,2000,William Friedkin,R,4/7/2000,Tommy Lee Jones,Jim Webb,Paramount Pictures,3,4,0
5169,Black & White,5241315,98,12000000,5.0,Crime,5216,2000,James Toback,R,4/5/2000,Ben Stiller,James Toback,Bigel / Mailer Films,2,4,0
5170,Boys Don't Cry,11533945,118,2000000,7.6,Biography,81901,2000,Kimberly Peirce,R,3/31/2000,Hilary Swank,Kimberly Peirce,Fox Searchlight Pictures,3,3,0
5172,High Fidelity,27277055,113,30000000,7.5,Comedy,150311,2000,Stephen Frears,R,3/31/2000,John Cusack,Nick Hornby,Touchstone Pictures,3,3,0
5174,Waking the Dead,327418,105,8500000,6.7,Drama,6173,2000,Keith Gordon,R,3/24/2000,Billy Crudup,Scott Spencer,Polygram Filmed Entertainment,1,3,0
5175,Romeo Must Die,55973336,115,25000000,6.1,Action,59814,2000,Andrzej Bartkowiak,R,3/22/2000,Jet Li,Mitchell Kapner,Warner Bros.,3,3,0
5176,Final Destination,53331147,98,23000000,6.7,Horror,194181,2000,James Wong,R,3/17/2000,Devon Sawa,Glen Morgan,New Line Cinema,3,3,0
5177,Erin Brockovich,125595205,131,52000000,7.3,Biography,145443,2000,Steven Soderbergh,R,3/17/2000,Julia Roberts,Susannah Grant,Universal Pictures,4,3,0
5178,La �ltima puerta,18661336,133,38000000,6.7,Mystery,144875,2000,Roman Polanski,R,3/10/2000,Johnny Depp,Arturo P�rez-Reverte,Artisan Entertainment,3,3,0
5180,What Planet Are You From?,6291602,105,60000000,5.6,Comedy,8346,2000,Mike Nichols,R,3/3/2000,Garry Shandling,Garry Shandling,Brillstein-Grey Entertainment,2,3,0
5181,Reindeer Games,23360779,104,42000000,5.7,Action,33094,2000,John Frankenheimer,R,2/25/2000,Ben Affleck,Ehren Kruger,Dimension Films,3,2,0
5182,Wonder Boys,19389454,107,55000000,7.4,Comedy,56555,2000,Curtis Hanson,R,2/25/2000,Michael Douglas,Michael Chabon,BBC,3,2,0
5184,Pitch Black,39240659,109,23000000,7.1,Horror,203269,2000,David Twohy,R,2/18/2000,Radha Mitchell,Jim Wheat,Polygram Filmed Entertainment,3,2,0
5185,The Whole Nine Yards,57262492,98,41300000,6.7,Comedy,95357,2000,Jonathan Lynn,R,2/18/2000,Bruce Willis,Mitchell Kapner,Franchise Pictures,3,2,0
5186,Boiler Room,16938179,120,7000000,7.0,Crime,43830,2000,Ben Younger,R,2/18/2000,Giovanni Ribisi,Ben Younger,New Line Cinema,3,2,0
5189,The Beach,39785027,119,50000000,6.6,Adventure,191504,2000,Danny Boyle,R,2/11/2000,Leonardo DiCaprio,John Hodge,Figment Films,3,2,0
5190,The Million Dollar Hotel,52526,122,8000000,5.9,Drama,19103,2000,Wim Wenders,R,2/10/2000,Jeremy Davies,Bono,Icon Entertainment International,1,2,0
5193,Simpatico,902144,106,10000000,4.5,Drama,3075,2000,Matthew Warchus,R,2/4/2000,Nick Nolte,Sam Shepard,Emotion Pictures,1,2,0
5194,Scream 3,89138076,116,40000000,5.5,Horror,105236,2000,Wes Craven,R,2/4/2000,David Arquette,Kevin Williamson,Dimension Films,3,2,0
5195,Gun Shy,1631839,101,10000000,5.7,Comedy,6181,2000,Eric Blakeney,R,2/4/2000,Liam Neeson,Eric Blakeney,Hollywood Pictures,2,2,0
5196,Eye of the Beholder,16459004,109,35000000,4.9,Drama,13676,2000,Stephan Elliott,R,1/28/2000,Ewan McGregor,Marc Behm,Ambridge Film Partnership,3,1,0
5197,The Legend of 1900,259127,165,9000000,8.1,Drama,45151,2000,Giuseppe Tornatore,R,1/21/2000,Tim Roth,Alessandro Baricco,Sciarl�,1,1,0
5198,Angela's Ashes,13038660,145,50000000,7.3,Drama,17953,2000,Alan Parker,R,1/21/2000,Emily Watson,Frank McCourt,David Brown Productions,3,1,0
5199,The End of the Affair,10660147,102,23000000,7.2,Drama,18698,2000,Neil Jordan,R,1/21/2000,Ralph Fiennes,Graham Greene,Columbia Pictures,3,1,0
5200,Play It to the Bone,8427204,124,24000000,5.4,Comedy,10533,2000,Ron Shelton,R,1/21/2000,Woody Harrelson,Ron Shelton,Play It Inc.,2,1,0
5201,Cradle Will Rock,2899970,132,32000000,6.9,Drama,8237,2000,Tim Robbins,R,1/21/2000,Hank Azaria,Tim Robbins,Cradle Productions Inc.,2,1,0
5203,"Girl, Interrupted",28871190,127,40000000,7.4,Biography,135410,2000,James Mangold,R,1/14/2000,Winona Ryder,Susanna Kaysen,Columbia Pictures,3,1,0
5204,The Hurricane,50668906,146,50000000,7.6,Biography,81047,2000,Norman Jewison,R,1/14/2000,Denzel Washington,Rubin 'Hurricane' Carter,Azoff Entertainment,3,1,0
5205,Next Friday,57328603,98,11000000,6.1,Comedy,30194,2000,Steve Carr,R,1/12/2000,Ice Cube,Ice Cube,New Line Cinema,3,1,0
5206,Magnolia,22455976,188,37000000,8.0,Drama,253771,2000,Paul Thomas Anderson,R,1/7/2000,Tom Cruise,Paul Thomas Anderson,Ghoulardi Film Company,3,1,0
5207,The Loss of Sexual Innocence,399793,106,4000000,5.4,Drama,2940,2000,Mike Figgis,R,1/7/2000,Julian Sands,Mike Figgis,Newmarket Capital Group,1,1,0
5209,The Talented Mr. Ripley,81298265,139,40000000,7.3,Crime,148622,1999,Anthony Minghella,R,12/25/1999,Matt Damon,Patricia Highsmith,Miramax,3,12,1
5210,Man on the Moon,34580635,118,82000000,7.4,Biography,105653,1999,Milos Forman,R,12/22/1999,Jim Carrey,Scott Alexander,Universal Pictures,3,12,0
5211,Any Given Sunday,75530832,162,55000000,6.8,Drama,101796,1999,Oliver Stone,R,12/22/1999,Al Pacino,Daniel Pyne,Warner Bros.,3,12,0
5212,The Green Mile,136801374,189,60000000,8.5,Crime,879924,1999,Frank Darabont,R,12/10/1999,Tom Hanks,Stephen King,Castle Rock Entertainment,4,12,0
5213,Deuce Bigalow: Male Gigolo,65538755,88,17000000,5.7,Comedy,62761,1999,Mike Mitchell,R,12/10/1999,Rob Schneider,Harris Goldberg,Happy Madison Productions,3,12,0
5214,Being John Malkovich,22858926,112,13000000,7.8,Comedy,270071,1999,Spike Jonze,R,12/3/1999,John Cusack,Charlie Kaufman,Astralwerks,3,12,0
5216,End of Days,66889043,121,100000000,5.7,Action,94188,1999,Peter Hyams,R,11/24/1999,Arnold Schwarzenegger,Andrew W. Marlowe,Beacon Communications,3,11,0
5217,Flawless,4485485,112,15000000,6.4,Comedy,15402,1999,Joel Schumacher,R,11/24/1999,Robert De Niro,Joel Schumacher,Tribeca Productions,2,11,0
5218,Sleepy Hollow,101071502,105,100000000,7.4,Fantasy,284929,1999,Tim Burton,R,11/19/1999,Johnny Depp,Washington Irving,Paramount Pictures,4,11,0
5219,The Boondock Saints,25812,108,7000000,7.9,Action,206785,1999,Troy Duffy,R,11/19/1999,Willem Dafoe,Troy Duffy,Franchise Pictures,1,11,0
5220,Onegin,206128,106,14000000,6.9,Drama,6629,1999,Martha Fiennes,R,11/19/1999,Ralph Fiennes,Peter Ettedgui,7 Arts International,1,11,0
5222,Dogma,30651422,130,10000000,7.4,Adventure,189591,1999,Kevin Smith,R,11/12/1999,Ben Affleck,Kevin Smith,View Askew Productions,3,11,0
5223,The Messenger: The Story of Joan of Arc,14276317,158,85000000,6.4,Adventure,58412,1999,Luc Besson,R,11/12/1999,Milla Jovovich,Andrew Birkin,Gaumont,3,11,0
5224,Following,48482,69,6000,7.6,Crime,72113,1999,Christopher Nolan,R,11/5/1999,Jeremy Theobald,Christopher Nolan,Next Wave Films,1,11,0
5225,The Insider,28965197,157,68000000,7.9,Biography,141001,1999,Michael Mann,R,11/5/1999,Russell Crowe,Marie Brenner,Touchstone Pictures,3,11,0
5226,The Bone Collector,66518655,118,73000000,6.7,Crime,129642,1999,Phillip Noyce,R,11/5/1999,Denzel Washington,Jeffery Deaver,Columbia Pictures,3,11,0
5227,Ride with the Devil,630779,138,35000000,6.8,Drama,11587,1999,Ang Lee,R,11/5/1999,Tobey Maguire,Daniel Woodrell,Universal Pictures,1,11,0
5228,House on Haunted Hill,40846082,93,37000000,5.6,Horror,47381,1999,William Malone,R,10/29/1999,Geoffrey Rush,Robb White,Dark Castle Entertainment,3,10,0
5229,Bringing Out the Dead,16640210,121,55000000,6.8,Drama,55769,1999,Martin Scorsese,R,10/22/1999,Nicolas Cage,Joe Connelly,De Fina-Cappa,3,10,0
5230,The Best Man,34102780,120,9000000,6.7,Comedy,7086,1999,Malcolm D. Lee,R,10/22/1999,Taye Diggs,Malcolm D. Lee,40 Acres & A Mule Filmworks,3,10,0
5231,Fight Club,37030102,139,63000000,8.8,Drama,1492073,1999,David Fincher,R,10/15/1999,Brad Pitt,Chuck Palahniuk,Fox 2000 Pictures,3,10,0
5232,The Story of Us,27067160,95,50000000,5.9,Comedy,19215,1999,Rob Reiner,R,10/15/1999,Bruce Willis,Alan Zweibel,Castle Rock Entertainment,3,10,0
5233,Random Hearts,31054924,133,64000000,5.1,Drama,17776,1999,Sydney Pollack,R,10/8/1999,Harrison Ford,Warren Adler,Columbia Pictures,3,10,0
5236,American Beauty,130096601,122,15000000,8.4,Drama,899755,1999,Sam Mendes,R,10/1/1999,Kevin Spacey,Alan Ball,DreamWorks,4,10,0
5237,Three Kings,60652036,114,75000000,7.1,Action,145142,1999,David O. Russell,R,10/1/1999,George Clooney,John Ridley,Warner Bros.,3,10,0
5238,"Mystery, Alaska",8888143,119,28000000,6.7,Comedy,23089,1999,Jay Roach,R,10/1/1999,Russell Crowe,David E. Kelley,Baldwin/Cohen Productions,2,10,0
5239,Double Jeopardy,116741558,105,70000000,6.4,Crime,60299,1999,Bruce Beresford,R,9/24/1999,Ashley Judd,David Weisberg,Paramount Pictures,4,9,0
5240,Mumford,4554569,112,28000000,6.9,Comedy,8298,1999,Lawrence Kasdan,R,9/24/1999,Loren Dean,Lawrence Kasdan,Touchstone Pictures,2,9,0
5241,Stir of Echoes,21133087,99,12000000,7.0,Horror,65477,1999,David Koepp,R,9/10/1999,Kevin Bacon,Richard Matheson,Artisan Entertainment,3,9,0
5242,Stigmata,50046268,103,29000000,6.2,Horror,57128,1999,Rupert Wainwright,R,9/10/1999,Patricia Arquette,Tom Lazarus,Metro-Goldwyn-Mayer (MGM),3,9,0
5243,Love Stinks,2800000,94,4000000,5.8,Comedy,4508,1999,Jeff Franklin,R,9/10/1999,French Stewart,Jeff Franklin,Baumgarten-Prophet Entertainment,2,9,0
5244,Outside Providence,7292175,96,7000000,6.4,Comedy,7949,1999,Michael Corrente,R,9/1/1999,Shawn Hatosy,Peter Farrelly,Miramax,2,9,0
5245,Chill Factor,11227940,102,70000000,5.2,Action,8600,1999,Hugh Johnson,R,9/1/1999,Cuba Gooding Jr.,Drew Gitlin,Morgan Creek Productions,3,9,0
5246,The 13th Warrior,32698899,102,160000000,6.6,Action,105423,1999,John McTiernan,R,8/27/1999,Antonio Banderas,Michael Crichton,Touchstone Pictures,3,8,0
5247,The Astronaut's Wife,10672566,109,75000000,5.3,Drama,47987,1999,Rand Ravich,R,8/27/1999,Charlize Theron,Rand Ravich,New Line Cinema,3,8,0
5248,In Too Deep,14003141,95,7000000,6.2,Crime,4935,1999,Michael Rymer,R,8/25/1999,Omar Epps,Michael Henry Brown,Dimension Films,3,8,0
5249,Universal Soldier: The Return,10431220,83,45000000,4.1,Action,25272,1999,Mic Rodgers,R,8/20/1999,Jean-Claude Van Damme,Richard Rothstein,Baumgarten-Prophet Entertainment,3,8,0
5250,Detroit Rock City,4217115,95,6500000,6.8,Comedy,31824,1999,Adam Rifkin,R,8/13/1999,Edward Furlong,Carl V. Dupr�,New Line Cinema,2,8,0
5252,The Thomas Crown Affair,69304264,113,48000000,6.8,Crime,76693,1999,John McTiernan,R,8/6/1999,Pierce Brosnan,Alan Trustman,United Artists,3,8,0
5253,The Limey,3193102,89,9000000,7.1,Crime,25899,1999,Steven Soderbergh,R,8/4/1999,Terence Stamp,Lem Dobbs,Artisan Entertainment,2,8,0
5254,The Blair Witch Project,140539099,81,60000,6.4,Horror,202691,1999,Daniel Myrick,R,7/30/1999,Heather Donahue,Daniel Myrick,Haxan Films,4,7,0
5255,Deep Blue Sea,73648142,105,60000000,5.8,Action,105864,1999,Renny Harlin,R,7/28/1999,Thomas Jane,Duncan Kennedy,Warner Bros.,3,7,0
5256,Trick,2049595,89,450000,7.2,Comedy,7252,1999,Jim Fall,R,7/23/1999,Christian Campbell,Jason Schafer,Good Machine,2,7,0
5257,Eyes Wide Shut,55691208,159,65000000,7.3,Drama,246014,1999,Stanley Kubrick,R,7/16/1999,Tom Cruise,Stanley Kubrick,Warner Bros.,3,7,0
5258,Lake Placid,31770414,82,35000000,5.6,Action,46036,1999,Steve Miner,R,7/16/1999,Bridget Fonda,David E. Kelley,Fox 2000 Pictures,3,7,0
5259,The Wood,25047631,106,6000000,6.9,Comedy,7032,1999,Rick Famuyiwa,R,7/16/1999,Elayn J. Taylor,Rick Famuyiwa,Bona Fide Productions,3,7,0
5261,American Pie,102561004,95,11000000,7.0,Comedy,332271,1999,Paul Weitz,R,7/9/1999,Jason Biggs,Adam Herz,Universal Pictures,4,7,0
5262,Arlington Road,24362501,117,31000000,7.2,Crime,73152,1999,Mark Pellington,R,7/9/1999,Jeff Bridges,Ehren Kruger,Screen Gems,3,7,0
5263,The Lovers on the Bridge,117569,125,28000000,7.6,Drama,9590,1999,Leos Carax,R,7/2/1999,Juliette Binoche,Leos Carax,Films A2,1,7,0
5264,Summer of Sam,19283782,142,22000000,6.6,Crime,32454,1999,Spike Lee,R,7/2/1999,John Leguizamo,Spike Lee,40 Acres & A Mule Filmworks,3,7,0
5266,"South Park: Bigger, Longer & Uncut",52008288,81,21000000,7.8,Animation,171511,1999,Trey Parker,R,6/30/1999,Trey Parker,Trey Parker,Scott Rudin Productions,3,6,0
5268,Terror Firmer,1434,114,500000,6.3,Comedy,4225,1999,Lloyd Kaufman,R,6/20/1999,Will Keenan,Patrick Cassidy,Santa Monica Holdings,1,6,1
5270,The General's Daughter,102705852,116,95000000,6.3,Crime,45376,1999,Simon West,R,6/18/1999,John Travolta,Nelson DeMille,Paramount Pictures,4,6,0
5271,The Red Violin,9473382,130,10000000,7.7,Drama,28172,1999,Fran�ois Girard,R,6/11/1999,Carlo Cecchi,Don McKellar,Rhombus Media,2,6,0
5274,Instinct,34098563,126,80000000,6.5,Drama,28633,1999,Jon Turteltaub,R,6/4/1999,Anthony Hopkins,Gerald Di Pego,Spyglass Entertainment,3,6,0
5275,El piso 13,15500000,100,16000000,7.0,Mystery,56325,1999,Josef Rusnak,R,5/28/1999,Craig Bierko,Daniel F. Galouye,Columbia Pictures,3,5,0
5277,Trippin',9016377,94,3000000,5.2,Comedy,1043,1999,David Raynr,R,5/12/1999,Deon Richmond,Gary Hardwick,Beacon Communications,2,5,0
5279,Election,14879556,103,25000000,7.3,Comedy,77515,1999,Alexander Payne,R,5/7/1999,Matthew Broderick,Tom Perrotta,Bona Fide Productions,3,5,0
5281,Idle Hands,4002955,92,25000000,6.2,Comedy,35197,1999,Rodman Flender,R,4/30/1999,Devon Sawa,Terri Hughes,Columbia Pictures,2,4,0
5284,A Walk on the Moon,4741987,107,14000000,6.6,Drama,7083,1999,Tony Goldwyn,R,4/23/1999,Diane Lane,Pamela Gray,Miramax,2,4,0
5285,Pushing Tin,8406264,124,33000000,6.0,Comedy,25713,1999,Mike Newell,R,4/23/1999,John Cusack,Darcy Frey,3 Miles Apart Productions Ltd.,2,4,0
5288,Goodbye Lover,1923061,102,20000000,5.7,Comedy,3012,1999,Roland Joff�,R,4/16/1999,Patricia Arquette,Ron Peer,Regency Enterprises,2,4,0
5289,Life,63844974,108,80000000,6.7,Comedy,36302,1999,Ted Demme,R,4/16/1999,Eddie Murphy,Robert Ramsey,Imagine Entertainment,3,4,0
5292,Go,16842303,102,20000000,7.3,Comedy,61476,1999,Doug Liman,R,4/9/1999,Sarah Polley,John August,Columbia Pictures,3,4,0
5294,The Matrix,171479930,136,63000000,8.7,Action,1339820,1999,Lana Wachowski,R,3/31/1999,Keanu Reeves,Lilly Wachowski,Warner Bros.,4,3,0
5296,The Mod Squad,13260050,92,50000000,4.2,Action,7995,1999,Scott Silver,R,3/26/1999,Claire Danes,Buddy Ruskin,Metro-Goldwyn-Mayer (MGM),3,3,0
5298,Voraz,2060953,101,12000000,7.0,Fantasy,31991,1999,Antonia Bird,R,3/19/1999,Guy Pearce,Ted Griffin,ETIC Films,2,3,0
